Comment,IsGreet
已经不是一次两次开了也不是一次两次团购了以前和现在的套餐不一样现在实惠一点只是可以考虑把小吃和多的饮品换成水果沙拉那样应该搭配的更好吧相信也有更多的人喜欢态度环境都很不错每次都很好以后继续保持继续关照哟,1
一般般吧环境还可以口味就一般了,1
蝴蝶结代表大会的肯定和独身呢就第九十九代表大会,1
不错环境挺好的服务也很棒还会在去,1
不行吃雞蛋吃到了一個蟑螂想想太噁心了,0
还不错环境也好服务员很专业,1
套餐超值两个人吃有点点多环境也相当不错适合约会,1
相当不错每次都回去环境很优雅,1
环境服务都不错味道有待加强,1
感觉没有以前的好了味道服务都是,1
意面好吃环境不错约会可以来,1
吃过很多次了价格实惠味道也还不错,1
时间太久我不记得了应该还不错但是那家店人超级多,1
还不错喜欢牛排和煲仔饭还会再来,1
环境好上菜快味道也不错可以的,1
是秀玉的常客里面的甜品还是不错的牛排中西冷不错,1
不错挺好的经常来这里吃饭谈事很方便也很实惠,1
价格不贵菜品不错环境很赞正餐和下午茶的好去处,1
吃的很饱第一次带老妈吃西餐想起来觉得有些惭愧以后会经常陪陪父母,1
划算又单点了几个小吃超时了免费送的,1
服务太差了牛蛙煲仔饭太辣了点其它很满意,1
都还行吧比较评价的一家西餐厅了服务态度还可以味道也还好,1
不错值得信赖经常去有时候要排队,1
环境不错服务也挺好的口味也挺适合我们滴,1
菜蛮好吃的环境也比较好比较实惠就是等的比较久,1
感觉很喜欢感觉挺不错的就是可能因为忙的关系服务有点差忘记上水,1
饮料都是冰的这个天气想喝点温的都不行那个炒饭不怎么好吃说起来这个套餐就是点了份牛排春卷也还可以套餐还有待改进,1
小孩喜欢过来吃每周都来味道还行,1
小孩喜欢过来吃每周都来味道还行,1
小孩喜欢过来吃每周都来味道还行,1
等餐时间太长其他还好毕竟常来,1
好吃店面好大环境不错,1
比较一般上菜速度快味道还好,1
一如既往地好每次有朋友都过来最喜欢这里的环境很优雅吃的也很物美价廉,1
挺好的很安静很有文艺感美团券很划算服务员服务很周到态度很好,1
很好还有好多好吃的没吃到服务态度也很好继续保持,1
秀玉环境还是挺好的口味偏淡喝下午茶还可以哦,1
菜的味道样式挺好的比较适合情侣幽会环境优雅浪漫有格性价比非常高那个牛肉的春卷比想象的好吃超越一切春卷牛排也挺好炒饭的米是长粒米牛肉挺多的又点了个沙拉很好的沙拉秒杀必胜客的沙拉比较弱的是服务上了服务员操作不熟练还是流程没理好呢饮料送错了还没解决又送错了牛排建议新员工上任多培训下沙发椅子很舒服另外空调可以调低一点又点小热,1
毕竟是大秀玉嘛一如既往的好评,1
很好牛排很好吃沙拉也不错秀玉红茶坊几年没去吃了,1
很棒环境服务都挺好的下次还会光顾,1
秀玉怎么说呢想说其实国货品牌大家亲切对得起自己也对得起顾客对得起员工才是好孩子下次下下次希望我们记得对方不相忘难思量撒由那拉拉啦秀秀的秀玉,1
一直很喜欢秀玉很喜欢吃里面去的牛排大爱里面的蜂蜜厚多士,1
在中南有朋友聚餐首选吧环境还行牛排口感有下降,1
总体很满意啦环境的确不错的点的奶油意面味道有点腻呃牛扒不错黄金牛柳条也有点油腻呃水果沙拉棒棒哒,1
环境很好服务也很好价格也不贵是聊天休息的好去处,1
带家人一起吃的觉得环境好服务也很不错东西更是美味,1
服务很好上菜速度比较快性价比很高,1
饭量很足但是可能是去的太晚跟服务员说鸡蛋是双面煎结果还是上了个单面然后服务员还给换一个每次休息都会去祝生意兴隆,1
我和我女朋友过来一起来吃的双人套餐服务态度很好环境也是棒棒哒很喜欢,1
可以的服务也很好环境不错值得推荐,1
味道非常好特别是环境很喜欢下次还会再来,1
上菜速度快味道也挺好的服务态度好,1
还不错人也不是特别多挺好的,1
可以不错味道很好挺好的,1
环境好味道佳服务好还会再来,1
味道挺好点的两人套餐我们两个大人一个小朋友都吃的饱饱黑胡椒牛肉脆豆炒饭现磨黑胡椒牛扒宝宝特别喜欢吃,1
很喜欢二期这边环境好优惠多味道也好,1
可以就是有点小贵哈哈可以,1
一直都喜欢在秀玉吃饭环境很舒服味道也很好强力推荐这家服务态度非常好我休息了一会还拿毯子给我盖着,1
正中午点去人多服务员都忙不过来本来要吃煲仔的居然说人多不让点服务态度也一般般番茄牛腩感觉肉不烂嚼的有点费劲,1
上菜很慢点的焗饭不太好吃下次不去了,1
虾子份量太少味道很一般性价比比较低,0
一般还算可以吧下次再考虑去不去吧,1
宝贝吃的很开心妈妈很高兴下次一定再带我宝贝儿子来,1
环境很好刚想评价怎么倒闭了呢,1
口味非常棒尤其喜欢黑胡椒牛排和煲仔饭经济实惠,1
重点是牛排上了后根本就没有热气肉都还是生的肉是温的,0
不错啊总是吃不过不是每个菜品都好吃但大部分还不错虽然有的不好吃但我喜欢尝试新的服务员一个劲的说自己觉得不好吃不建议吃她觉得不好吃又不代表我觉得不好吃不过有的真的不好吃可是还是完成了光盘行动吃到了不好吃的也给星,1
都不错最喜欢在他家喝下午茶了,1
一样的好吃一样的味道,1
总体都很好味道很不错服务也很好,1
一直都很喜欢秀玉闺蜜聚餐下午茶必去之地,1
一直都挺喜欢到秀玉来吃价格都还算公道环境也也可以,1
骨牛扒还是不错的秀玉红的环境一直还是不错的,1
环境还不错地方很大味道就一般了,1
很好来了很多次很喜欢以后还会来,1
每次去武汉都会去环境好味道好就是没怎么推新哦,1
第一盘用的是牛肉好肥像猪瞟的那种咬不动叫服务员过来很有礼貌地跟我解释并且退了重做了一份上来味道不错态度良好,1
还可以便宜服务好常常来,1
不错环境很好还可以打照片哦老婆很满意,1
几年没回武汉了已到站直奔这家餐厅菜品很多一如既往的好,1
味道可以服务很到位环境也很好,1
基本每个月去一次算是老客户了吧光谷一期光谷二期光谷天地的店经常去是因为男朋友喜欢来这里吃煲仔饭但是这次不得不说下次不想来了首先我点的那份咸鱼茄子鸡丁茄子真是咸的不得了盐放太多了其次点的甜品芒果绵绵冰那芒果块见图看这颜色一看就是切了放久了的都变色了然后吃的时候都可以感觉到不新鲜然后你们家绵绵冰这添加的碎冰也太多了吧没吃一会都是融的水完全跟我在荷花亭半秋山吃的绵绵冰不是一个级别而且分量极少详见图就一个碟子似的托盘绵绵冰给吸管吸我也是醉了建议大家不要点绵绵冰还不如点水果拼盘至少是有水果,0
挺不错的了对于这样环境的餐厅性价比还可以不过不要再就餐高峰期或是节假日太多人了需要等而且许多菜是提前做好的上来都不热了,1
服务很好环境不错菜还行吧,1
特产想吃肉的时候点份牛排最好了经常吃的是秀玉的特色牛排好好次煲仔饭也好吃就是汤汁太少了很干有点咽不下去烤中翅也是每次必点的这次的感觉没有之前的好吃了服务很好环境也还不错广埠屯店餐品感觉最好吃,1
还可以秀玉的店子都差不多支持下,1
今天去取钱前面有一对小夫妻妻子对丈夫说我要输密码了你让开丈夫退到一边去了我心想这女人好强势这男人在家没有一点经济特权啊只听到滴滴三声过后妻子转身对丈夫说好了我输完了该你输后三位了哎呦我勒个去真开眼原来是互相制约互相监督啊高然后我看见丈夫先按了次退格键然后输入了位密码我整个人瞬间智商大开城市水太深我想回农村,1
还可以吧感觉披萨不好吃但是总体还是不错,1
没办法不评论一下手机就会老提示麻烦,1
菜品不错都很好吃用这个劵太划算了吃的都撑了吃不完没办法打包了环境也不错服务也很好吃的很开心这张劵真的是特别划算两个人去吃绝对会吃的很好下次有机会来秀玉吃还会买这个劵棒棒哒,1
第二次来就是有点路盲找到了一店不接团购又转战二期店,1
外表好看口味差劲服务态度不到位,0
不错味道可以服务好环境好,1
在光谷逛街找个休息的地方一般建议去秀玉环境不错没事点甜品花茶可以坐个小时,1
环境不错大热天坐的舒舒服服扒味道还可以意粉不敢恭维放铁板上烤干了都没怎么吃大小还另点了有点多吃不完,1
很不错就是冰火霜淇淋的造型让人有点尴尬凸,1
价格便宜东西好吃很不错的一次团购,1
不错不错经常在秀玉吃赞一个,1
煲仔饭很好吃环境非常棒服务态度也是棒棒的,1
没有失望分量足服务员态度好,1
服务很到位味道做的也不错很喜欢,1
下午茶套餐很优惠蒜香鸡翅杨枝甘露千层面很好吃两点多这个时间也很安静,1
套餐现在越来越贵了不如单点,1
去过很多次每次都点了牛排上菜速度快服务可以环境好,1
菜品味道不错店内环境优雅舒适服务态度也挺好的,1
老婆每次要吃牛排都要往秀玉跑吃那这多年还不错,1
很不错也不需要排队地方很大服务很好,1
还不错蛮喜欢的还可以还会再来,1
味道好上菜速度快价位适中很喜欢服务不错,1
服务态度好环境优美第二次来了,1
环境蛮好的服务也好经常去的一家,1
和同事一起去的点的是双人套餐不错牛排很好吃值得推荐下次还会去的黑胡椒牛扒金桔柠檬茶,1
以前從來不去評價不知道浪費多少積分自從美團積分可以抵現金的時候才知道積分的重要後來我就把這段話複製了走到哪即能賺積分還非常省事特別是不用认真的评论了又健康快乐,1
环境很好点了两个不是很喜欢吃的其他还不错,1
还不错也好找东西不算贵经典牛排很实惠噢,1
味都还行吧来这边吃的少花样不多,1
服务非常的好价格也很实惠已经去过好多次了,1
还可以吧可以去吃吃西餐中算便宜的,1
可以吃的时候还可以就是服务不是很好,1
还不错的喜欢蛮好的的很干净喜欢,1
只有一个人想找个环境好点的地方吃饭就在美团上搜到了这家到了西班牙风情街找了半天没找到大热天中午估计有度走了好多冤枉路打电话问前台前台说就在西班牙风情街这个我也知道啊从一楼找到二楼从二楼找到一楼总算是找到了服务员很热情也比较专业本想终于可以好好歇会儿休息一下了结果隔壁好像是学生聚餐真不是一般吵我接个电话都听不清害的我饭都没吃完真是一次不愉快的用餐,1
两个人团了一个套餐另外我自己还点了一个排骨煲还比较划算味道还可以分不到菜品大部分都上了就是一个牛排半天都没有上当时就餐的人不多很多空位置其他几个菜都吃完了牛排还没有上中间催了几次最后在离他们规定快到了最后分钟上了这个体验不怎么好味道都还不错服务还可以,1
值得推荐味道不错鸭子配的酸梅酱鸭肉肥而不腻面皮薄而新鲜如果现买现吃美女还会帮你剁好大葱服务很到位我爱吃大葱老板爽快多送我了几颗大葱还送了一听雪碧喝着雪碧蘸着酸梅酱吃着片皮鸭那个享受谁吃谁知道不错还会再买,1
喜欢吃基围虾蘑菇汤超薄披萨都是最爱,1
挺好的环境和服务都不错量也比较足,1
今天去三医院检查中午没事就溜达来了环境依然如旧幽静舒适因为礼拜一的缘故人不是很多但是服务质量和态度还是没话说的新添了些菜品很好希望每次过来都有新的发现与惊喜,1
